,rel_angle
2021-03-16 19:19:04.031152+00:00,-143.50
2021-03-16 19:19:05.030148+00:00,-143.50
2021-03-16 19:19:06.039702+00:00,-136.00
2021-03-16 19:19:07.034745+00:00,-150.00
2021-03-16 19:19:08.065767+00:00,-160.50
2021-03-16 19:19:09.109394+00:00,-138.50
2021-03-16 19:19:10.072061+00:00,-142.50
2021-03-16 19:19:11.084544+00:00,-145.00
2021-03-16 19:19:12.082384+00:00,-138.00
2021-03-16 19:19:13.089953+00:00,-142.50
2021-03-16 19:19:14.106637+00:00,-139.00
2021-03-16 19:19:15.091238+00:00,-146.00
2021-03-16 19:19:16.093605+00:00,-178.50
2021-03-16 19:19:17.103171+00:00,-173.00
2021-03-16 19:19:18.122705+00:00,-164.00
2021-03-16 19:19:19.119086+00:00,-161.00
2021-03-16 19:19:20.123173+00:00,-143.00
2021-03-16 19:19:21.135729+00:00,-170.50
2021-03-16 19:19:22.127288+00:00,-162.00
2021-03-16 19:19:23.130928+00:00,-155.50
2021-03-16 19:19:24.162358+00:00,-160.50
2021-03-16 19:19:25.148286+00:00,-154.00
2021-03-16 19:19:26.173968+00:00,-136.50
2021-03-16 19:19:27.181873+00:00,-160.00
2021-03-16 19:19:28.178190+00:00,-139.50
2021-03-16 19:19:29.380485+00:00,-162.00
2021-03-16 19:19:30.193583+00:00,176.50
2021-03-16 19:19:31.204334+00:00,-174.50
2021-03-16 19:19:32.196228+00:00,-150.00
2021-03-16 19:19:33.206754+00:00,-133.00
2021-03-16 19:19:34.205709+00:00,-128.50
2021-03-16 19:19:35.196537+00:00,-133.50
2021-03-16 19:19:36.208779+00:00,-149.50
2021-03-16 19:19:37.199515+00:00,-155.00
2021-03-16 19:19:38.207389+00:00,-173.50
2021-03-16 19:19:39.211534+00:00,175.50
2021-03-16 19:19:40.214404+00:00,-171.50
2021-03-16 19:19:41.219234+00:00,171.00
2021-03-16 19:19:42.244678+00:00,179.50
2021-03-16 19:19:43.238887+00:00,-168.50
2021-03-16 19:19:44.239536+00:00,177.00
2021-03-16 19:19:45.235551+00:00,-172.00
2021-03-16 19:19:46.238646+00:00,-140.00
2021-03-16 19:19:47.244560+00:00,166.50
2021-03-16 19:19:48.248444+00:00,-176.50
2021-03-16 19:19:49.250843+00:00,-154.00
2021-03-16 19:19:50.244164+00:00,-149.50
2021-03-16 19:19:51.711489+00:00,-160.00
2021-03-16 19:19:52.259928+00:00,173.00
2021-03-16 19:19:53.258262+00:00,-149.50
2021-03-16 19:19:54.268645+00:00,-105.00
2021-03-16 19:19:55.270934+00:00,-175.50
2021-03-16 19:19:56.286895+00:00,-156.50
2021-03-16 19:19:57.285198+00:00,-155.00
2021-03-16 19:19:58.286222+00:00,-160.50
2021-03-16 19:19:59.289664+00:00,-161.00
2021-03-16 19:20:00.298397+00:00,-151.00
2021-03-16 19:20:01.300754+00:00,-147.50
2021-03-16 19:20:02.302535+00:00,-153.00
2021-03-16 19:20:03.307832+00:00,-147.00
2021-03-16 19:20:04.314501+00:00,-134.00
2021-03-16 19:20:05.309523+00:00,-134.50
2021-03-16 19:20:06.320764+00:00,-135.00
2021-03-16 19:20:07.318181+00:00,-142.50
2021-03-16 19:20:08.316668+00:00,-160.00
2021-03-16 19:20:09.324322+00:00,-166.00
2021-03-16 19:20:10.329367+00:00,-143.00
2021-03-16 19:20:11.325635+00:00,-152.50
2021-03-16 19:20:12.336313+00:00,-157.00
2021-03-16 19:20:13.332966+00:00,-150.50
2021-03-16 19:20:14.353907+00:00,-138.00
2021-03-16 19:20:15.344098+00:00,-132.50
2021-03-16 19:20:16.375969+00:00,-144.50
2021-03-16 19:20:17.351046+00:00,-157.50
2021-03-16 19:20:18.349884+00:00,-150.00
2021-03-16 19:20:19.352602+00:00,-145.00
2021-03-16 19:20:20.355195+00:00,-150.00
2021-03-16 19:20:21.353733+00:00,-151.00
2021-03-16 19:20:22.357104+00:00,-148.00
2021-03-16 19:20:23.367130+00:00,-149.00
2021-03-16 19:20:24.371709+00:00,-144.50
2021-03-16 19:20:25.374091+00:00,-145.50
2021-03-16 19:20:26.381169+00:00,-152.00
2021-03-16 19:20:27.389532+00:00,-144.50
2021-03-16 19:20:28.385122+00:00,-146.00
2021-03-16 19:20:29.386852+00:00,-142.00
2021-03-16 19:20:30.398236+00:00,-137.50
2021-03-16 19:20:31.387932+00:00,-146.00
2021-03-16 19:20:32.394476+00:00,-143.50
2021-03-16 19:20:33.391067+00:00,-141.50
2021-03-16 19:20:34.401020+00:00,-145.50
2021-03-16 19:20:35.400284+00:00,-161.00
2021-03-16 19:20:36.411168+00:00,-137.50
2021-03-16 19:20:37.410702+00:00,-133.00
2021-03-16 19:20:38.413997+00:00,-122.50
2021-03-16 19:20:39.741451+00:00,-129.00
2021-03-16 19:20:40.413847+00:00,-149.00
2021-03-16 19:20:41.417910+00:00,-133.00
2021-03-16 19:20:42.420304+00:00,-136.00
2021-03-16 19:20:43.431844+00:00,-132.00
2021-03-16 19:20:44.424952+00:00,-138.00
2021-03-16 19:20:45.422071+00:00,-148.50
2021-03-16 19:20:46.428438+00:00,-156.50
2021-03-16 19:20:47.435558+00:00,-151.00
2021-03-16 19:20:48.436770+00:00,-149.00
2021-03-16 19:20:49.448910+00:00,-150.50
2021-03-16 19:20:50.443675+00:00,-146.50
2021-03-16 19:20:51.447546+00:00,-139.00
2021-03-16 19:20:52.452836+00:00,-137.50
2021-03-16 19:20:53.454780+00:00,-149.50
2021-03-16 19:20:54.454693+00:00,-153.50
2021-03-16 19:20:55.461297+00:00,-140.00
2021-03-16 19:20:56.459471+00:00,-144.50
2021-03-16 19:20:57.463942+00:00,-142.50
2021-03-16 19:20:58.470822+00:00,-126.00
2021-03-16 19:20:59.470927+00:00,-130.50
2021-03-16 19:21:00.473081+00:00,-127.00
2021-03-16 19:21:01.478880+00:00,-119.50
2021-03-16 19:21:02.479269+00:00,-119.00
2021-03-16 19:21:03.480738+00:00,-122.50
2021-03-16 19:21:04.480247+00:00,-130.00
2021-03-16 19:21:05.480281+00:00,-139.50
2021-03-16 19:21:06.489016+00:00,-152.00
2021-03-16 19:21:07.500258+00:00,-147.00
2021-03-16 19:21:08.495863+00:00,-147.00
2021-03-16 19:21:09.503973+00:00,-145.50
2021-03-16 19:21:10.494464+00:00,-138.50
2021-03-16 19:21:11.512499+00:00,-147.00
2021-03-16 19:21:12.504709+00:00,-143.00
2021-03-16 19:21:13.500982+00:00,-142.00
2021-03-16 19:21:14.534778+00:00,-153.00
2021-03-16 19:21:15.521743+00:00,-160.50
2021-03-16 19:21:16.524379+00:00,-147.50
2021-03-16 19:21:17.518619+00:00,-149.00
2021-03-16 19:21:18.521997+00:00,-146.50
2021-03-16 19:21:19.527475+00:00,-159.00
2021-03-16 19:21:20.546395+00:00,-138.00
2021-03-16 19:21:21.531537+00:00,-143.50
2021-03-16 19:21:22.559703+00:00,-142.00
2021-03-16 19:21:23.532651+00:00,-148.50
2021-03-16 19:21:24.557050+00:00,-140.50
2021-03-16 19:21:25.567975+00:00,-120.50
2021-03-16 19:21:26.549925+00:00,-130.50
2021-03-16 19:21:28.434607+00:00,-177.00
2021-03-16 19:21:28.555980+00:00,-135.00
2021-03-16 19:21:29.604659+00:00,-128.50
2021-03-16 19:21:30.612463+00:00,-135.50
2021-03-16 19:21:31.602520+00:00,-141.00
2021-03-16 19:21:32.615001+00:00,-158.50
2021-03-16 19:21:33.618436+00:00,-142.50
2021-03-16 19:21:34.579899+00:00,-131.00
2021-03-16 19:21:35.577945+00:00,-137.50
2021-03-16 19:21:36.588278+00:00,-142.50
2021-03-16 19:21:37.590311+00:00,-141.00
2021-03-16 19:21:38.606647+00:00,-129.00
2021-03-16 19:21:39.606575+00:00,-136.50
2021-03-16 19:21:40.602673+00:00,-141.50
2021-03-16 19:21:41.608436+00:00,-136.00
2021-03-16 19:21:42.598174+00:00,-147.50
2021-03-16 19:21:43.605551+00:00,-146.50
2021-03-16 19:21:44.608534+00:00,-157.00
2021-03-16 19:21:45.602796+00:00,-152.00
2021-03-16 19:21:46.628523+00:00,-149.00
2021-03-16 19:21:47.627314+00:00,-148.00
2021-03-16 19:21:48.629814+00:00,-158.50
2021-03-16 19:21:49.630449+00:00,-174.50
2021-03-16 19:21:50.634541+00:00,-167.00
2021-03-16 19:21:51.644051+00:00,-166.50
2021-03-16 19:21:52.625488+00:00,-161.00
2021-03-16 19:21:55.258945+00:00,174.00
2021-03-16 19:21:55.394021+00:00,-177.00
2021-03-16 19:21:55.650561+00:00,-148.50
2021-03-16 19:21:56.642162+00:00,-131.50
2021-03-16 19:21:57.652570+00:00,-134.00
2021-03-16 19:21:58.665179+00:00,-151.50
2021-03-16 19:21:59.665432+00:00,-136.00
2021-03-16 19:22:00.656003+00:00,-154.50
2021-03-16 19:22:01.668188+00:00,-131.00
2021-03-16 19:22:02.653696+00:00,-147.50
2021-03-16 19:22:03.677050+00:00,-144.00
2021-03-16 19:22:04.659353+00:00,-136.00
2021-03-16 19:22:05.667223+00:00,-148.50
2021-03-16 19:22:06.686366+00:00,-147.00
2021-03-16 19:22:07.690108+00:00,-149.00
2021-03-16 19:22:08.668503+00:00,-160.50
2021-03-16 19:22:09.691757+00:00,-153.50
2021-03-16 19:22:10.678049+00:00,-153.50
2021-03-16 19:22:11.694034+00:00,-161.00
2021-03-16 19:22:12.683901+00:00,-153.00
2021-03-16 19:22:13.704025+00:00,-154.00
2021-03-16 19:22:14.713892+00:00,-157.50
2021-03-16 19:22:15.705550+00:00,-159.50
2021-03-16 19:22:18.386168+00:00,-157.00
2021-03-16 19:22:18.696315+00:00,-152.00
2021-03-16 19:22:19.024129+00:00,-145.00
2021-03-16 19:22:19.706310+00:00,-151.00
2021-03-16 19:22:20.715006+00:00,-160.50
2021-03-16 19:22:21.720206+00:00,-159.00
2021-03-16 19:22:22.723937+00:00,-150.50
2021-03-16 19:22:23.716226+00:00,-146.00
2021-03-16 19:22:24.727209+00:00,-155.00
2021-03-16 19:22:25.727371+00:00,-148.00
2021-03-16 19:22:26.730712+00:00,-147.00
2021-03-16 19:22:27.740859+00:00,-155.50
2021-03-16 19:22:28.748913+00:00,-175.50
2021-03-16 19:22:29.750534+00:00,-176.00
2021-03-16 19:22:30.730273+00:00,-177.50
2021-03-16 19:22:31.735034+00:00,-164.00
2021-03-16 19:22:32.742279+00:00,-167.50
2021-03-16 19:22:33.747865+00:00,-166.00
2021-03-16 19:22:34.761312+00:00,179.50
2021-03-16 19:22:36.205315+00:00,-171.00
2021-03-16 19:22:36.746820+00:00,-173.50
2021-03-16 19:22:37.756889+00:00,-164.00
2021-03-16 19:22:38.749048+00:00,-162.00
2021-03-16 19:22:39.753334+00:00,-160.50
2021-03-16 19:22:40.764035+00:00,-142.00
2021-03-16 19:22:41.759123+00:00,-134.00
2021-03-16 19:22:42.773068+00:00,-144.50
2021-03-16 19:22:43.780199+00:00,-147.00
2021-03-16 19:22:44.775618+00:00,-130.00
2021-03-16 19:22:45.780070+00:00,-139.00
2021-03-16 19:22:46.785399+00:00,-155.50
2021-03-16 19:22:47.790586+00:00,-156.00
2021-03-16 19:22:48.795290+00:00,-159.50
2021-03-16 19:22:49.798942+00:00,-151.50
2021-03-16 19:22:50.796848+00:00,-139.00
2021-03-16 19:22:51.813198+00:00,-140.00
2021-03-16 19:22:52.813019+00:00,-150.50
2021-03-16 19:22:53.811439+00:00,-158.50
2021-03-16 19:22:54.811019+00:00,-142.00
2021-03-16 19:22:55.815963+00:00,-145.50
2021-03-16 19:22:56.818604+00:00,-148.00
2021-03-16 19:22:58.315179+00:00,-149.00
2021-03-16 19:22:58.829714+00:00,-144.50
2021-03-16 19:22:59.827301+00:00,-139.50
2021-03-16 19:23:00.832609+00:00,-136.50
2021-03-16 19:23:01.838177+00:00,-136.50
2021-03-16 19:23:02.832715+00:00,-133.00
2021-03-16 19:23:03.836930+00:00,-134.00
2021-03-16 19:23:04.840260+00:00,-133.00
2021-03-16 19:23:05.836771+00:00,-136.00
2021-03-16 19:23:06.847117+00:00,-137.00
2021-03-16 19:23:07.848823+00:00,-131.50
2021-03-16 19:23:08.865942+00:00,-143.50
2021-03-16 19:23:09.851716+00:00,-137.50
2021-03-16 19:23:10.850156+00:00,-121.50
2021-03-16 19:23:11.862374+00:00,-129.00
2021-03-16 19:23:12.861510+00:00,-134.00
2021-03-16 19:23:13.860492+00:00,-131.50
2021-03-16 19:23:14.865201+00:00,-137.50
2021-03-16 19:23:15.868248+00:00,-138.00
2021-03-16 19:23:16.878027+00:00,-143.00
2021-03-16 19:23:17.888869+00:00,-148.00
2021-03-16 19:23:18.898775+00:00,-141.00
2021-03-16 19:23:19.902471+00:00,-135.50
2021-03-16 19:23:20.887335+00:00,-146.50
2021-03-16 19:23:21.885481+00:00,-148.50
2021-03-16 19:23:22.889671+00:00,-152.00
2021-03-16 19:23:23.896038+00:00,-160.50
2021-03-16 19:23:24.901266+00:00,-166.00
2021-03-16 19:23:25.904620+00:00,-152.00
2021-03-16 19:23:26.901745+00:00,-155.50
2021-03-16 19:23:27.904793+00:00,-153.50
2021-03-16 19:23:28.910948+00:00,-144.00
2021-03-16 19:23:29.905915+00:00,-161.00
2021-03-16 19:23:30.908626+00:00,-148.00
2021-03-16 19:23:31.910490+00:00,-141.50
2021-03-16 19:23:32.917642+00:00,-143.50
2021-03-16 19:23:33.920051+00:00,-126.50
2021-03-16 19:23:34.915781+00:00,-131.00
2021-03-16 19:23:35.916993+00:00,-149.50
2021-03-16 19:23:36.923599+00:00,-154.00
2021-03-16 19:23:37.927782+00:00,-152.50
2021-03-16 19:23:38.924463+00:00,-141.00
2021-03-16 19:23:39.928195+00:00,-144.50
2021-03-16 19:23:40.938838+00:00,-137.00
2021-03-16 19:23:41.942908+00:00,-136.50
2021-03-16 19:23:42.939079+00:00,-139.50
2021-03-16 19:23:43.936247+00:00,-127.00
2021-03-16 19:23:44.947798+00:00,-142.50
2021-03-16 19:23:45.951073+00:00,-149.50
2021-03-16 19:23:46.953408+00:00,-143.50
2021-03-16 19:23:47.969170+00:00,-143.50
2021-03-16 19:23:48.960380+00:00,-139.50
2021-03-16 19:23:49.965876+00:00,-139.50
2021-03-16 19:23:50.965424+00:00,-147.00
2021-03-16 19:23:51.967570+00:00,-145.50
2021-03-16 19:23:52.969757+00:00,-150.50
2021-03-16 19:23:53.986107+00:00,-145.50
2021-03-16 19:23:54.969547+00:00,-155.50
2021-03-16 19:23:55.993402+00:00,-148.50
2021-03-16 19:23:56.976572+00:00,-147.00
2021-03-16 19:23:57.981324+00:00,-137.00
2021-03-16 19:23:58.981244+00:00,-130.50
2021-03-16 19:23:59.995735+00:00,-140.00
2021-03-16 19:24:00.986993+00:00,-134.00
2021-03-16 19:24:01.988857+00:00,-130.50
2021-03-16 19:24:03.010183+00:00,-141.50
2021-03-16 19:24:04.018578+00:00,-132.50
2021-03-16 19:24:05.016231+00:00,-141.50
2021-03-16 19:24:06.016192+00:00,-139.50
2021-03-16 19:24:07.026742+00:00,-148.00
2021-03-16 19:24:08.013766+00:00,-134.00
2021-03-16 19:24:09.022988+00:00,-132.50
2021-03-16 19:24:10.022525+00:00,-133.00
2021-03-16 19:24:11.035212+00:00,-133.50
2021-03-16 19:24:12.047023+00:00,-120.50
2021-03-16 19:24:13.045989+00:00,-138.50
2021-03-16 19:24:14.032037+00:00,-133.00
2021-03-16 19:24:15.037794+00:00,-143.50
2021-03-16 19:24:16.051835+00:00,-145.50
2021-03-16 19:24:17.077872+00:00,-142.50
2021-03-16 19:24:18.056081+00:00,-157.50
2021-03-16 19:24:19.090502+00:00,-159.50
2021-03-16 19:24:20.096070+00:00,-134.00
2021-03-16 19:24:21.102658+00:00,-148.00
2021-03-16 19:29:58.333401+00:00,-143.00
2021-03-16 19:29:59.261146+00:00,-138.00
2021-03-16 19:30:00.181627+00:00,-142.50
2021-03-16 19:30:01.179120+00:00,-148.00
2021-03-16 19:30:02.175347+00:00,-152.50
2021-03-16 19:30:03.082441+00:00,-144.00
2021-03-16 19:30:04.070862+00:00,-138.50
2021-03-16 19:30:05.255644+00:00,-141.50
2021-03-16 19:30:06.569745+00:00,-149.50
2021-03-16 19:30:07.374893+00:00,-138.00
2021-03-16 19:30:08.164356+00:00,-128.50
2021-03-16 19:30:09.157159+00:00,-114.00
2021-03-16 19:30:10.376136+00:00,-126.50
2021-03-16 19:30:11.193295+00:00,-138.00
2021-03-16 19:30:12.223331+00:00,-146.00
2021-03-16 19:30:13.244952+00:00,-149.50
2021-03-16 19:30:14.129153+00:00,-149.50
2021-03-16 19:30:15.096859+00:00,-146.50
2021-03-16 19:30:16.137833+00:00,-160.00
2021-03-16 19:30:17.260060+00:00,-154.50
2021-03-16 19:30:18.261209+00:00,-150.50
2021-03-16 19:30:19.290693+00:00,-149.50
2021-03-16 19:30:20.322423+00:00,-128.00
2021-03-16 19:30:21.240220+00:00,-155.50
2021-03-16 19:30:22.170025+00:00,-167.00
2021-03-16 19:30:23.281202+00:00,-170.00
2021-03-16 19:30:24.180145+00:00,-142.50
2021-03-16 19:30:28.186027+00:00,-143.00
2021-03-16 19:30:29.230864+00:00,-130.00
2021-03-16 19:30:30.214096+00:00,-147.50
2021-03-16 19:30:31.254245+00:00,-138.50
2021-03-16 19:30:32.208365+00:00,-130.50
2021-03-16 19:30:33.285212+00:00,-121.50
2021-03-16 19:30:34.212823+00:00,-140.00
2021-03-16 19:30:35.283426+00:00,-131.50
2021-03-16 19:30:36.232364+00:00,-138.50
2021-03-16 19:30:37.232844+00:00,-146.00
2021-03-16 19:30:38.249972+00:00,-155.00
2021-03-16 19:30:39.223040+00:00,-150.00
2021-03-16 19:30:40.313379+00:00,-155.50
2021-03-16 19:30:41.323163+00:00,-162.50
2021-03-16 19:30:42.243680+00:00,-157.50
2021-03-16 19:30:43.278241+00:00,-162.50
2021-03-16 19:30:44.249670+00:00,-159.00
2021-03-16 19:30:45.301021+00:00,-154.00
2021-03-16 19:30:46.250413+00:00,-179.00
2021-03-16 19:30:47.292071+00:00,-170.00
2021-03-16 19:30:48.370021+00:00,-147.00
2021-03-16 19:30:49.308056+00:00,-155.00
2021-03-16 19:30:50.321892+00:00,-160.00
2021-03-16 19:30:51.460498+00:00,-166.00
2021-03-16 19:30:52.360420+00:00,-165.50
2021-03-16 19:30:53.311752+00:00,-165.50
2021-03-16 19:30:54.319729+00:00,-162.00
2021-03-16 19:30:55.325231+00:00,-149.00
2021-03-16 19:30:56.329006+00:00,-140.50
2021-03-16 19:30:57.350203+00:00,-159.50
2021-03-16 19:30:58.341792+00:00,-149.50
2021-03-16 19:30:59.358448+00:00,-143.50
2021-03-16 19:31:00.338275+00:00,-144.50
2021-03-16 19:31:01.433538+00:00,-152.50
2021-03-16 19:31:02.359750+00:00,-155.50
2021-03-16 19:31:03.379958+00:00,-155.50
2021-03-16 19:31:04.366095+00:00,-155.50
2021-03-16 19:31:05.541018+00:00,-149.50
2021-03-16 19:31:06.396333+00:00,-138.00
2021-03-16 19:31:07.475676+00:00,-150.00
2021-03-16 19:31:08.461446+00:00,-147.00
2021-03-16 19:31:09.455521+00:00,-132.00
2021-03-16 19:31:10.542660+00:00,-150.50
2021-03-16 19:31:11.477148+00:00,-158.50
2021-03-16 19:31:12.511787+00:00,-140.00
2021-03-16 19:31:13.458766+00:00,-125.00
2021-03-16 19:31:14.532464+00:00,-147.00
2021-03-16 19:31:15.560354+00:00,-121.00
2021-03-16 19:31:16.440422+00:00,-128.50
2021-03-16 19:31:17.517091+00:00,-121.00
2021-03-16 19:31:18.393165+00:00,-150.00
2021-03-16 19:31:19.382560+00:00,-158.00
2021-03-16 19:31:20.407778+00:00,-147.00
2021-03-16 19:31:21.384561+00:00,-131.00
2021-03-16 19:31:22.379569+00:00,-132.00
2021-03-16 19:31:23.407078+00:00,-128.50
2021-03-16 19:31:24.406748+00:00,-124.00
2021-03-16 19:31:25.408011+00:00,-124.00
2021-03-16 19:31:26.440901+00:00,-123.00
2021-03-16 19:31:27.442672+00:00,-129.00
2021-03-16 19:31:28.454029+00:00,-141.50
2021-03-16 19:31:29.434374+00:00,-134.00
2021-03-16 19:31:30.458429+00:00,-136.00
2021-03-16 19:31:31.482062+00:00,-137.00
2021-03-16 19:31:32.434072+00:00,-149.50
2021-03-16 19:31:33.465979+00:00,-150.00
2021-03-16 19:31:34.453895+00:00,-147.00
2021-03-16 19:31:35.442318+00:00,-148.00
2021-03-16 19:31:36.479810+00:00,-147.00
2021-03-16 19:31:37.537144+00:00,-146.00
2021-03-16 19:31:38.447392+00:00,-141.50
2021-03-16 19:31:39.461762+00:00,-143.00
2021-03-16 19:31:40.468347+00:00,-146.00
2021-03-16 19:31:41.497255+00:00,-153.50
2021-03-16 19:31:42.324470+00:00,-160.50
2021-03-16 19:31:43.516134+00:00,-166.00
2021-03-16 19:31:44.332460+00:00,-162.50
2021-03-16 19:31:45.546416+00:00,-160.50
2021-03-16 19:31:46.379642+00:00,-155.50
2021-03-16 19:31:47.348977+00:00,-155.50
2021-03-16 19:31:48.355986+00:00,-145.00
2021-03-16 19:31:49.382738+00:00,-158.00
2021-03-16 19:31:50.352133+00:00,-145.50
2021-03-16 19:31:51.392646+00:00,-147.00
2021-03-16 19:31:52.357025+00:00,-138.00
2021-03-16 19:31:53.365797+00:00,-142.50
2021-03-16 19:31:54.392889+00:00,-140.00
2021-03-16 19:31:55.400128+00:00,-132.00
2021-03-16 19:31:56.426326+00:00,-134.00
2021-03-16 19:31:57.444411+00:00,-139.00
2021-03-16 19:31:58.416300+00:00,-143.00
2021-03-16 19:31:59.407505+00:00,-158.50
2021-03-16 19:32:00.450712+00:00,-140.00
2021-03-16 19:32:01.463052+00:00,-144.00
2021-03-16 19:32:02.444473+00:00,-131.50
2021-03-16 19:32:03.449243+00:00,-138.50
2021-03-16 19:32:04.414899+00:00,-149.50
2021-03-16 19:32:05.439872+00:00,-139.50
2021-03-16 19:32:06.531228+00:00,-155.00
2021-03-16 19:32:07.541403+00:00,-148.50
2021-03-16 19:32:08.531655+00:00,-135.00
2021-03-16 19:32:09.495973+00:00,-142.50
2021-03-16 19:32:10.535845+00:00,-140.00
2021-03-16 19:32:11.615296+00:00,-153.00
2021-03-16 19:32:12.557081+00:00,-150.00
2021-03-16 19:32:13.544717+00:00,-145.50
2021-03-16 19:32:14.572140+00:00,-160.50
2021-03-16 19:32:15.465174+00:00,-149.00
2021-03-16 19:32:16.461571+00:00,-152.00
2021-03-16 19:32:17.471076+00:00,-149.00
2021-03-16 19:32:18.480987+00:00,-146.50
2021-03-16 19:32:19.453808+00:00,-143.50
2021-03-16 19:32:20.480973+00:00,-155.50
2021-03-16 19:32:21.483494+00:00,-138.50
2021-03-16 19:32:22.487431+00:00,-141.00
2021-03-16 19:32:23.456832+00:00,-162.50
2021-03-16 19:32:24.478991+00:00,-149.00
2021-03-16 19:32:25.501636+00:00,-133.00
2021-03-16 19:32:26.538320+00:00,-143.50
2021-03-16 19:32:27.513294+00:00,-144.00
2021-03-16 19:32:28.516654+00:00,-139.00
2021-03-16 19:32:29.519607+00:00,-139.00
2021-03-16 19:32:30.583723+00:00,-157.50
2021-03-16 19:32:31.505608+00:00,-148.50
2021-03-16 19:32:32.556355+00:00,-160.50
2021-03-16 19:32:33.519609+00:00,-136.50
2021-03-16 19:32:34.530294+00:00,-148.00
2021-03-16 19:32:35.654177+00:00,-145.00
2021-03-16 19:32:36.582447+00:00,-133.00
2021-03-16 19:32:37.592911+00:00,-144.50
2021-03-16 19:32:38.562254+00:00,-151.00
2021-03-16 19:32:39.563954+00:00,-146.50
2021-03-16 19:32:40.600847+00:00,-127.00
2021-03-16 19:32:41.605325+00:00,-129.00
2021-03-16 19:32:42.576609+00:00,-143.50
2021-03-16 19:32:43.583584+00:00,-141.50
2021-03-16 19:32:44.582340+00:00,-142.00
2021-03-16 19:32:45.615777+00:00,-141.50
2021-03-16 19:32:46.620326+00:00,-142.50
2021-03-16 19:32:47.591947+00:00,-146.50
2021-03-16 19:32:48.597238+00:00,-144.50
2021-03-16 19:32:49.630008+00:00,-146.50
2021-03-16 19:32:50.606859+00:00,-158.00
2021-03-16 19:32:51.701515+00:00,-154.00
2021-03-16 19:32:52.744448+00:00,-172.50
2021-03-16 19:32:53.671287+00:00,-145.00
2021-03-16 19:32:54.707997+00:00,-152.00
2021-03-16 19:32:55.719436+00:00,-159.50
2021-03-16 19:32:56.650553+00:00,-159.50
2021-03-16 19:32:57.718585+00:00,-167.50
2021-03-16 19:32:58.716751+00:00,-148.00
2021-03-16 19:32:59.684772+00:00,-154.50
2021-03-16 19:33:00.687147+00:00,-138.50
2021-03-16 19:33:01.684873+00:00,-147.00
2021-03-16 19:33:02.785298+00:00,-160.00
2021-03-16 19:33:03.783020+00:00,-162.50
2021-03-16 19:33:04.747621+00:00,-142.50
2021-03-16 19:33:05.800429+00:00,-153.50
2021-03-16 19:33:06.812005+00:00,-155.50
2021-03-16 19:33:07.931375+00:00,-148.50
2021-03-16 19:33:08.793260+00:00,168.50
2021-03-16 19:33:09.885019+00:00,171.00
2021-03-16 19:33:10.832039+00:00,177.00
2021-03-16 19:33:11.839181+00:00,178.00
2021-03-16 19:33:12.846152+00:00,-151.00
2021-03-16 19:33:13.868863+00:00,-147.50
2021-03-16 19:33:14.892987+00:00,-142.50
2021-03-16 19:33:15.940315+00:00,-132.50
2021-03-16 19:33:16.779694+00:00,159.00
2021-03-16 19:33:17.782321+00:00,-162.50
2021-03-16 19:33:18.700261+00:00,-148.50
2021-03-16 19:33:19.780386+00:00,-150.50
2021-03-16 19:33:20.784080+00:00,-148.00
2021-03-16 19:33:21.724834+00:00,-143.50
2021-03-16 19:33:22.763472+00:00,-136.00
2021-03-16 19:33:23.796688+00:00,-152.00
2021-03-16 19:33:24.797378+00:00,-145.00
2021-03-16 19:34:35.191108+00:00,-152.00
2021-03-16 19:34:36.194045+00:00,-134.00
2021-03-16 19:34:37.217780+00:00,-146.50
2021-03-16 19:34:38.196530+00:00,-150.50
2021-03-16 19:34:39.213206+00:00,-145.00
2021-03-16 19:34:41.777376+00:00,-138.00
2021-03-16 19:34:42.179127+00:00,-152.50
2021-03-16 19:34:42.782514+00:00,-143.50
2021-03-16 19:34:43.206299+00:00,-169.00
2021-03-16 19:34:44.213878+00:00,-165.00
2021-03-16 19:34:45.232676+00:00,-161.00
2021-03-16 19:34:46.334650+00:00,-159.00
2021-03-16 19:34:47.311001+00:00,-153.50
2021-03-16 19:34:48.313543+00:00,-152.00
2021-03-16 19:34:49.571578+00:00,-156.00
2021-03-16 19:34:50.314873+00:00,-149.50
2021-03-16 19:34:51.261532+00:00,-149.00
2021-03-16 19:34:52.326401+00:00,-147.00
2021-03-16 19:34:53.303462+00:00,-151.00
2021-03-16 19:34:54.311810+00:00,-149.50
2021-03-16 19:34:55.302694+00:00,-148.00
2021-03-16 19:34:56.305597+00:00,-148.50
2021-03-16 19:34:57.308485+00:00,-155.50
2021-03-16 19:34:58.281882+00:00,-171.50
2021-03-16 19:34:59.334171+00:00,-163.50
2021-03-16 19:35:00.330200+00:00,-155.00
2021-03-16 19:35:01.420200+00:00,-148.00
2021-03-16 19:35:02.330080+00:00,-148.00
2021-03-16 19:35:03.331734+00:00,-148.50
2021-03-16 19:35:04.342843+00:00,-143.50
2021-03-16 19:35:05.303595+00:00,-134.50
2021-03-16 19:35:06.330137+00:00,-143.00
2021-03-16 19:35:07.349272+00:00,-142.50
2021-03-16 19:35:08.387217+00:00,-141.50
2021-03-16 19:35:09.384294+00:00,-137.50
2021-03-16 19:35:10.369389+00:00,-135.50
2021-03-16 19:35:11.365466+00:00,-143.00
2021-03-16 19:35:12.351587+00:00,-142.50
2021-03-16 19:35:13.374455+00:00,-149.50
