,speed
2021-04-02 15:29:54.707132+00:00,7.40
2021-04-02 15:29:54.965253+00:00,7.30
2021-04-02 15:29:55.692141+00:00,7.40
2021-04-02 15:29:56.179505+00:00,7.30
2021-04-02 15:29:56.721644+00:00,7.20
2021-04-02 15:29:57.255744+00:00,7.10
2021-04-02 15:29:57.710562+00:00,7.90
2021-04-02 15:29:57.723525+00:00,8.00
2021-04-02 15:29:58.034477+00:00,7.90
2021-04-02 15:29:58.725676+00:00,9.30
2021-04-02 15:29:59.231673+00:00,9.30
2021-04-02 15:29:59.723334+00:00,8.30
2021-04-02 15:29:59.824815+00:00,8.40
2021-04-02 15:29:59.968827+00:00,8.30
2021-04-02 15:30:00.724023+00:00,7.80
2021-04-02 15:30:01.282629+00:00,7.70
2021-04-02 15:30:01.744185+00:00,7.80
2021-04-02 15:30:02.014575+00:00,7.70
2021-04-02 15:30:02.742646+00:00,8.30
2021-04-02 15:30:02.758737+00:00,8.40
2021-04-02 15:30:03.314807+00:00,8.30
2021-04-02 15:30:03.748028+00:00,7.20
2021-04-02 15:30:03.963588+00:00,7.10
2021-04-02 15:30:04.760445+00:00,6.00
2021-04-02 15:30:05.367741+00:00,6.00
2021-04-02 15:30:05.742799+00:00,4.70
2021-04-02 15:30:06.027809+00:00,4.60
2021-04-02 15:30:06.749239+00:00,3.70
2021-04-02 15:30:07.249298+00:00,3.60
2021-04-02 15:30:07.750145+00:00,4.10
2021-04-02 15:30:08.035908+00:00,4.00
2021-04-02 15:30:08.749010+00:00,3.10
2021-04-02 15:30:09.231321+00:00,3.10
2021-04-02 15:30:09.751440+00:00,3.70
2021-04-02 15:30:09.969216+00:00,3.60
2021-04-02 15:30:10.769838+00:00,5.20
2021-04-02 15:30:11.311110+00:00,5.20
2021-04-02 15:30:11.776289+00:00,6.00
2021-04-02 15:30:11.949592+00:00,6.00
2021-04-02 15:30:12.766488+00:00,7.20
2021-04-02 15:30:13.252624+00:00,7.10
2021-04-02 15:30:13.778893+00:00,6.60
2021-04-02 15:30:13.977307+00:00,6.60
2021-04-02 15:30:14.778155+00:00,6.20
2021-04-02 15:30:15.276793+00:00,6.20
2021-04-02 15:30:16.002140+00:00,6.20
2021-04-02 15:30:16.809890+00:00,8.50
2021-04-02 15:30:16.893921+00:00,8.60
2021-04-02 15:30:17.355906+00:00,8.50
2021-04-02 15:30:17.795319+00:00,9.70
2021-04-02 15:30:18.005070+00:00,9.70
2021-04-02 15:30:18.791068+00:00,7.40
2021-04-02 15:30:19.407803+00:00,7.30
2021-04-02 15:30:19.796925+00:00,8.10
2021-04-02 15:30:19.809339+00:00,8.20
2021-04-02 15:30:20.010555+00:00,8.10
2021-04-02 15:30:20.824017+00:00,7.40
2021-04-02 15:30:21.286883+00:00,7.30
2021-04-02 15:30:21.818242+00:00,6.60
2021-04-02 15:30:22.100326+00:00,6.60
2021-04-02 15:30:22.819653+00:00,6.20
2021-04-02 15:30:23.401879+00:00,6.20
2021-04-02 15:30:23.834317+00:00,4.50
2021-04-02 15:30:24.046621+00:00,4.40
2021-04-02 15:30:24.821547+00:00,7.20
2021-04-02 15:30:25.347222+00:00,7.10
2021-04-02 15:30:25.829699+00:00,9.70
2021-04-02 15:30:26.094923+00:00,9.70
2021-04-02 15:30:26.836230+00:00,11.40
2021-04-02 15:30:26.848964+00:00,11.50
2021-04-02 15:30:27.140798+00:00,11.40
2021-04-02 15:30:27.839266+00:00,12.60
2021-04-02 15:30:28.418194+00:00,12.60
2021-04-02 15:30:28.828103+00:00,11.60
2021-04-02 15:30:28.839972+00:00,11.70
2021-04-02 15:30:29.070060+00:00,11.60
2021-04-02 15:30:29.846683+00:00,14.70
2021-04-02 15:30:29.925730+00:00,14.80
2021-04-02 15:30:30.198038+00:00,14.70
2021-04-02 15:30:30.844155+00:00,13.80
2021-04-02 15:30:31.317105+00:00,13.80
2021-04-02 15:30:31.841892+00:00,9.90
2021-04-02 15:30:32.120965+00:00,9.90
2021-04-02 15:30:32.838386+00:00,9.30
2021-04-02 15:30:33.153184+00:00,9.30
2021-04-02 15:30:33.846714+00:00,6.00
2021-04-02 15:30:34.361092+00:00,6.00
2021-04-02 15:30:34.847255+00:00,4.70
2021-04-02 15:30:35.106939+00:00,4.60
2021-04-02 15:30:35.851650+00:00,10.50
2021-04-02 15:30:36.415087+00:00,10.40
2021-04-02 15:30:36.851248+00:00,10.90
2021-04-02 15:30:37.155878+00:00,10.80
2021-04-02 15:30:37.848854+00:00,10.10
2021-04-02 15:30:38.172910+00:00,10.10
2021-04-02 15:30:38.853619+00:00,12.00
2021-04-02 15:30:38.865040+00:00,12.10
2021-04-02 15:30:39.376570+00:00,12.00
2021-04-02 15:30:39.854049+00:00,11.40
2021-04-02 15:30:39.955961+00:00,11.50
2021-04-02 15:30:40.410126+00:00,11.40
2021-04-02 15:30:40.856375+00:00,12.80
2021-04-02 15:30:41.174503+00:00,12.80
2021-04-02 15:30:41.855632+00:00,13.20
2021-04-02 15:30:42.264451+00:00,13.20
2021-04-02 15:30:42.873291+00:00,15.30
2021-04-02 15:30:42.886981+00:00,15.40
2021-04-02 15:30:43.353904+00:00,15.30
2021-04-02 15:30:43.868484+00:00,13.20
2021-04-02 15:30:44.426529+00:00,13.20
2021-04-02 15:30:44.883877+00:00,15.10
2021-04-02 15:30:44.972201+00:00,15.20
2021-04-02 15:30:45.142380+00:00,15.10
2021-04-02 15:30:45.869574+00:00,12.80
2021-04-02 15:30:46.260451+00:00,12.80
2021-04-02 15:30:46.874167+00:00,13.20
2021-04-02 15:30:47.467539+00:00,13.20
2021-04-02 15:30:47.886616+00:00,14.90
2021-04-02 15:30:47.954960+00:00,15.00
2021-04-02 15:30:48.111520+00:00,14.90
2021-04-02 15:30:48.894092+00:00,12.60
2021-04-02 15:30:49.209587+00:00,12.60
2021-04-02 15:30:50.436579+00:00,12.60
2021-04-02 15:30:50.888539+00:00,13.40
2021-04-02 15:30:51.211538+00:00,13.40
2021-04-02 15:30:51.903065+00:00,14.30
2021-04-02 15:30:51.914750+00:00,14.40
2021-04-02 15:30:52.215724+00:00,14.30
2021-04-02 15:30:52.906052+00:00,15.70
2021-04-02 15:30:52.918332+00:00,15.80
2021-04-02 15:30:53.404780+00:00,15.70
2021-04-02 15:30:53.903089+00:00,14.30
2021-04-02 15:30:53.914611+00:00,14.40
2021-04-02 15:30:54.152615+00:00,14.30
2021-04-02 15:30:54.915002+00:00,14.50
2021-04-02 15:30:55.017592+00:00,14.60
2021-04-02 15:30:55.219609+00:00,14.50
2021-04-02 15:30:55.913952+00:00,13.20
2021-04-02 15:30:56.132754+00:00,13.20
2021-04-02 15:30:56.917871+00:00,12.40
2021-04-02 15:30:57.329124+00:00,12.40
2021-04-02 15:30:57.930107+00:00,11.40
2021-04-02 15:30:58.036498+00:00,11.50
2021-04-02 15:30:58.249975+00:00,11.40
2021-04-02 15:30:58.931153+00:00,7.00
2021-04-02 15:30:59.273220+00:00,6.90
2021-04-02 15:30:59.935805+00:00,7.00
2021-04-02 15:31:00.539099+00:00,6.90
2021-04-02 15:31:00.950874+00:00,5.00
2021-04-02 15:31:01.221153+00:00,5.00
2021-04-02 15:31:01.939037+00:00,8.10
2021-04-02 15:31:02.042577+00:00,8.20
2021-04-02 15:31:02.346221+00:00,8.10
2021-04-02 15:31:02.949484+00:00,10.70
2021-04-02 15:31:03.189829+00:00,10.60
2021-04-02 15:31:03.950694+00:00,10.90
2021-04-02 15:31:04.284656+00:00,10.80
2021-04-02 15:31:04.941081+00:00,13.00
2021-04-02 15:31:05.213840+00:00,13.00
2021-04-02 15:31:05.943185+00:00,11.80
2021-04-02 15:31:06.045243+00:00,11.90
2021-04-02 15:31:06.333064+00:00,11.80
2021-04-02 15:31:06.966150+00:00,11.90
2021-04-02 15:31:07.716411+00:00,11.80
2021-04-02 15:31:07.962404+00:00,11.40
2021-04-02 15:31:07.976236+00:00,11.50
2021-04-02 15:31:08.184060+00:00,11.40
2021-04-02 15:31:08.980462+00:00,10.10
2021-04-02 15:31:09.409167+00:00,10.10
2021-04-02 15:31:09.976349+00:00,14.30
2021-04-02 15:31:09.994541+00:00,14.40
2021-04-02 15:31:10.506400+00:00,14.30
2021-04-02 15:31:10.967286+00:00,14.90
2021-04-02 15:31:11.067940+00:00,15.00
2021-04-02 15:31:11.254126+00:00,14.90
2021-04-02 15:31:11.971244+00:00,14.00
2021-04-02 15:31:12.380228+00:00,13.90
2021-04-02 15:31:12.992930+00:00,12.40
2021-04-02 15:31:13.094046+00:00,12.40
2021-04-02 15:31:13.985135+00:00,13.40
2021-04-02 15:31:14.222991+00:00,13.40
2021-04-02 15:31:14.999001+00:00,11.20
2021-04-02 15:31:15.086600+00:00,11.30
2021-04-02 15:31:15.301403+00:00,11.20
2021-04-02 15:31:15.981085+00:00,8.70
2021-04-02 15:31:15.989451+00:00,8.80
2021-04-02 15:31:16.258231+00:00,8.70
2021-04-02 15:31:16.995356+00:00,7.20
2021-04-02 15:31:17.396330+00:00,7.10
2021-04-02 15:31:18.009843+00:00,9.50
2021-04-02 15:31:18.493805+00:00,9.50
2021-04-02 15:31:19.003601+00:00,11.20
2021-04-02 15:31:19.015582+00:00,11.30
2021-04-02 15:31:19.235620+00:00,11.20
2021-04-02 15:31:20.007424+00:00,9.50
2021-04-02 15:31:20.318816+00:00,9.50
2021-04-02 15:31:21.001126+00:00,8.90
2021-04-02 15:31:21.211312+00:00,8.90
2021-04-02 15:31:22.006944+00:00,10.50
2021-04-02 15:31:22.305732+00:00,10.40
2021-04-02 15:31:23.006257+00:00,9.90
2021-04-02 15:31:23.323003+00:00,9.90
2021-04-02 15:31:24.009954+00:00,11.00
2021-04-02 15:31:24.022337+00:00,11.10
2021-04-02 15:31:24.362458+00:00,11.00
2021-04-02 15:31:25.038400+00:00,9.70
2021-04-02 15:31:25.242947+00:00,9.70
2021-04-02 15:31:26.019161+00:00,11.00
2021-04-02 15:31:26.026735+00:00,11.10
2021-04-02 15:31:26.579695+00:00,11.00
2021-04-02 15:31:27.025875+00:00,13.00
2021-04-02 15:31:27.330981+00:00,13.00
2021-04-02 15:31:28.034967+00:00,9.70
2021-04-02 15:31:28.350171+00:00,9.70
2021-04-02 15:31:29.028953+00:00,8.30
2021-04-02 15:31:29.040806+00:00,8.40
2021-04-02 15:31:29.267074+00:00,8.30
2021-04-02 15:31:30.048589+00:00,11.40
2021-04-02 15:31:30.108549+00:00,11.50
2021-04-02 15:31:30.573980+00:00,11.40
2021-04-02 15:31:31.029395+00:00,11.80
2021-04-02 15:31:31.041202+00:00,11.90
2021-04-02 15:31:31.317466+00:00,11.80
2021-04-02 15:31:32.042021+00:00,12.60
2021-04-02 15:31:32.340934+00:00,12.60
2021-04-02 15:31:33.064795+00:00,10.70
2021-04-02 15:31:33.477964+00:00,10.60
2021-04-02 15:31:34.048058+00:00,7.80
2021-04-02 15:31:34.133105+00:00,7.70
2021-04-02 15:31:35.049551+00:00,7.60
2021-04-02 15:31:35.282982+00:00,7.50
2021-04-02 15:31:36.057615+00:00,11.80
2021-04-02 15:31:36.154691+00:00,11.90
2021-04-02 15:31:36.267190+00:00,11.80
2021-04-02 15:31:37.074924+00:00,12.00
2021-04-02 15:31:37.087537+00:00,12.10
2021-04-02 15:31:37.492273+00:00,12.00
2021-04-02 15:31:38.076091+00:00,11.00
2021-04-02 15:31:38.165734+00:00,11.10
2021-04-02 15:31:38.258227+00:00,11.00
2021-04-02 15:31:39.066450+00:00,10.90
2021-04-02 15:31:39.399883+00:00,10.80
2021-04-02 15:31:40.070285+00:00,9.90
2021-04-02 15:31:40.605454+00:00,9.90
2021-04-02 15:31:41.078948+00:00,10.10
2021-04-02 15:31:41.303312+00:00,10.10
2021-04-02 15:31:42.094241+00:00,9.30
2021-04-02 15:31:42.384815+00:00,9.30
2021-04-02 15:31:43.203890+00:00,9.30
2021-04-02 15:31:44.084322+00:00,9.90
2021-04-02 15:31:44.329287+00:00,9.90
2021-04-02 15:31:45.314085+00:00,9.90
2021-04-02 15:31:46.092515+00:00,10.90
2021-04-02 15:31:46.375364+00:00,10.80
2021-04-02 15:31:47.100250+00:00,10.90
2021-04-02 15:31:47.395142+00:00,10.80
2021-04-02 15:31:48.091123+00:00,12.00
2021-04-02 15:31:48.102329+00:00,12.10
2021-04-02 15:31:48.332185+00:00,12.00
2021-04-02 15:31:49.102746+00:00,9.50
2021-04-02 15:31:49.337393+00:00,9.50
2021-04-02 15:31:50.116785+00:00,6.20
2021-04-02 15:31:50.465157+00:00,6.20
2021-04-02 15:31:51.123352+00:00,9.70
2021-04-02 15:31:51.488729+00:00,9.70
2021-04-02 15:31:52.125358+00:00,13.80
2021-04-02 15:31:52.381277+00:00,13.80
2021-04-02 15:31:53.114383+00:00,11.60
2021-04-02 15:31:53.127011+00:00,11.70
2021-04-02 15:31:53.416680+00:00,11.60
2021-04-02 15:31:54.110956+00:00,10.90
2021-04-02 15:31:54.457509+00:00,10.80
2021-04-02 15:31:55.124313+00:00,14.90
2021-04-02 15:31:55.135708+00:00,15.00
2021-04-02 15:31:55.333584+00:00,14.90
2021-04-02 15:31:56.114604+00:00,12.80
2021-04-02 15:31:56.433104+00:00,12.80
2021-04-02 15:31:57.129970+00:00,10.70
2021-04-02 15:31:57.357434+00:00,10.60
2021-04-02 15:31:58.135726+00:00,8.70
2021-04-02 15:31:58.224591+00:00,8.80
2021-04-02 15:31:58.365984+00:00,8.70
2021-04-02 15:31:59.140715+00:00,8.90
2021-04-02 15:32:00.142242+00:00,7.60
2021-04-02 15:32:00.439141+00:00,7.50
2021-04-02 15:32:01.136313+00:00,8.30
2021-04-02 15:32:01.232567+00:00,8.40
2021-04-02 15:32:01.468739+00:00,8.30
2021-04-02 15:32:02.135090+00:00,9.90
2021-04-02 15:32:02.479363+00:00,9.90
2021-04-02 15:32:03.139873+00:00,11.00
2021-04-02 15:32:03.152070+00:00,11.10
2021-04-02 15:32:03.742917+00:00,11.00
2021-04-02 15:32:04.156091+00:00,12.60
2021-04-02 15:32:04.495578+00:00,12.60
2021-04-02 15:32:05.149080+00:00,12.00
2021-04-02 15:32:05.161664+00:00,12.10
2021-04-02 15:32:05.655392+00:00,12.00
2021-04-02 15:32:06.158256+00:00,12.40
2021-04-02 15:32:06.433042+00:00,12.40
2021-04-02 15:32:07.155708+00:00,12.20
2021-04-02 15:32:07.596299+00:00,12.20
2021-04-02 15:32:08.154700+00:00,17.60
2021-04-02 15:32:08.166358+00:00,17.70
2021-04-02 15:32:08.456648+00:00,17.60
2021-04-02 15:32:09.157881+00:00,16.30
2021-04-02 15:32:09.541392+00:00,16.30
2021-04-02 15:32:10.156576+00:00,14.50
2021-04-02 15:32:10.168518+00:00,14.60
2021-04-02 15:32:10.708450+00:00,14.50
2021-04-02 15:32:11.264486+00:00,14.60
2021-04-02 15:32:11.598813+00:00,14.50
2021-04-02 15:32:12.180676+00:00,13.80
2021-04-02 15:32:12.633986+00:00,13.80
2021-04-02 15:32:13.192982+00:00,14.90
2021-04-02 15:32:13.283723+00:00,15.00
2021-04-02 15:32:13.685463+00:00,14.90
2021-04-02 15:32:14.187853+00:00,13.80
2021-04-02 15:32:14.502063+00:00,13.80
2021-04-02 15:32:15.200228+00:00,15.10
2021-04-02 15:32:15.212069+00:00,15.20
2021-04-02 15:32:15.529665+00:00,15.10
2021-04-02 15:32:16.209259+00:00,14.70
2021-04-02 15:32:16.297775+00:00,14.80
2021-04-02 15:32:16.321547+00:00,14.70
2021-04-02 15:32:17.207185+00:00,15.50
2021-04-02 15:32:17.295977+00:00,15.60
2021-04-02 15:32:17.599755+00:00,15.50
2021-04-02 15:32:18.205538+00:00,14.50
2021-04-02 15:32:18.216992+00:00,14.60
2021-04-02 15:32:18.391664+00:00,14.50
2021-04-02 15:32:19.203803+00:00,13.80
2021-04-02 15:32:19.548069+00:00,13.80
2021-04-02 15:32:20.721234+00:00,13.80
2021-04-02 15:32:21.207884+00:00,15.30
2021-04-02 15:32:21.311382+00:00,15.40
2021-04-02 15:32:21.565447+00:00,15.30
2021-04-02 15:32:22.213294+00:00,15.10
2021-04-02 15:32:22.227851+00:00,15.20
2021-04-02 15:32:22.654874+00:00,15.10
2021-04-02 15:32:23.215298+00:00,13.20
2021-04-02 15:32:23.592411+00:00,13.20
2021-04-02 15:32:24.220772+00:00,14.20
2021-04-02 15:32:24.537419+00:00,14.10
2021-04-02 15:32:25.225763+00:00,13.20
2021-04-02 15:32:25.796153+00:00,13.20
2021-04-02 15:32:26.220935+00:00,12.20
2021-04-02 15:32:26.874195+00:00,12.20
2021-04-02 15:32:27.232294+00:00,11.80
2021-04-02 15:32:27.332397+00:00,11.90
2021-04-02 15:32:27.621923+00:00,11.80
2021-04-02 15:32:28.232930+00:00,12.60
2021-04-02 15:32:28.560913+00:00,12.60
2021-04-02 15:32:29.227518+00:00,9.90
2021-04-02 15:32:29.581049+00:00,9.90
2021-04-02 15:32:30.231826+00:00,8.70
2021-04-02 15:32:30.336334+00:00,8.80
2021-04-02 15:32:30.656892+00:00,8.70
2021-04-02 15:32:31.240647+00:00,9.50
2021-04-02 15:32:31.661179+00:00,9.50
2021-04-02 15:32:32.238758+00:00,13.40
2021-04-02 15:32:32.777367+00:00,13.40
2021-04-02 15:32:33.254134+00:00,15.70
2021-04-02 15:32:33.342704+00:00,15.80
2021-04-02 15:32:33.544847+00:00,15.70
2021-04-02 15:32:34.244296+00:00,14.20
2021-04-02 15:32:34.648185+00:00,14.10
2021-04-02 15:32:35.247378+00:00,10.70
2021-04-02 15:32:35.587620+00:00,10.60
2021-04-02 15:32:36.254009+00:00,10.90
2021-04-02 15:32:36.626178+00:00,10.80
2021-04-02 15:32:37.261969+00:00,7.20
2021-04-02 15:32:37.651930+00:00,7.10
2021-04-02 15:32:38.265799+00:00,6.80
2021-04-02 15:32:38.744966+00:00,6.80
2021-04-02 15:32:39.260337+00:00,7.90
2021-04-02 15:32:39.364200+00:00,8.00
2021-04-02 15:32:39.510305+00:00,7.90
2021-04-02 15:32:40.267649+00:00,6.20
2021-04-02 15:32:40.746962+00:00,6.20
2021-04-02 15:32:41.274115+00:00,7.20
2021-04-02 15:32:41.667040+00:00,7.10
2021-04-02 15:32:42.278491+00:00,9.90
2021-04-02 15:32:42.617579+00:00,9.90
2021-04-02 15:32:43.290193+00:00,13.20
2021-04-02 15:32:43.657593+00:00,13.20
2021-04-02 15:32:44.838731+00:00,13.20
2021-04-02 15:32:45.663641+00:00,13.20
2021-04-02 15:32:46.310401+00:00,14.00
2021-04-02 15:32:46.688466+00:00,13.90
2021-04-02 15:32:47.316272+00:00,12.60
2021-04-02 15:32:47.756807+00:00,12.60
2021-04-02 15:32:48.311665+00:00,13.60
2021-04-02 15:32:48.627991+00:00,13.60
2021-04-02 15:32:49.300400+00:00,12.80
2021-04-02 15:32:49.699937+00:00,12.80
2021-04-02 15:32:50.316001+00:00,11.40
2021-04-02 15:32:50.407453+00:00,11.50
2021-04-02 15:32:50.650754+00:00,11.40
2021-04-02 15:32:51.314060+00:00,11.60
2021-04-02 15:32:51.409574+00:00,11.70
2021-04-02 15:32:51.951801+00:00,11.60
2021-04-02 15:32:52.322451+00:00,10.90
2021-04-02 15:32:52.723782+00:00,10.80
2021-04-02 15:32:53.325555+00:00,10.30
2021-04-02 15:32:53.795321+00:00,10.30
2021-04-02 15:32:54.313810+00:00,9.70
2021-04-02 15:32:54.774754+00:00,9.70
2021-04-02 15:32:55.328582+00:00,11.00
2021-04-02 15:32:55.413889+00:00,11.10
2021-04-02 15:32:55.700408+00:00,11.00
2021-04-02 15:32:56.341597+00:00,11.20
2021-04-02 15:32:56.430202+00:00,11.30
2021-04-02 15:32:56.670412+00:00,11.20
2021-04-02 15:32:57.327843+00:00,10.10
2021-04-02 15:32:57.782663+00:00,10.10
2021-04-02 15:32:58.353900+00:00,10.70
2021-04-02 15:32:58.764722+00:00,10.60
2021-04-02 15:32:59.344763+00:00,10.10
2021-04-02 15:33:00.037456+00:00,10.10
2021-04-02 15:33:00.363884+00:00,9.30
2021-04-02 15:33:00.736535+00:00,9.30
2021-04-02 15:33:01.369224+00:00,8.90
2021-04-02 15:33:01.600861+00:00,8.90
2021-04-02 15:33:02.361987+00:00,7.60
2021-04-02 15:33:02.658138+00:00,7.50
2021-04-02 15:33:03.357216+00:00,7.00
2021-04-02 15:33:03.651565+00:00,6.90
2021-04-02 15:33:04.369185+00:00,6.80
2021-04-02 15:33:04.857826+00:00,6.80
2021-04-02 15:33:05.379364+00:00,6.20
2021-04-02 15:33:05.718112+00:00,6.20
2021-04-02 15:33:06.368689+00:00,7.00
2021-04-02 15:33:06.788891+00:00,6.90
2021-04-02 15:33:07.374008+00:00,6.40
2021-04-02 15:33:07.800342+00:00,6.40
2021-04-02 15:33:08.380933+00:00,10.10
2021-04-02 15:33:08.835257+00:00,10.10
2021-04-02 15:33:09.388966+00:00,9.50
2021-04-02 15:33:09.719234+00:00,9.50
2021-04-02 15:33:10.391309+00:00,7.80
2021-04-02 15:33:10.897232+00:00,7.70
2021-04-02 15:33:11.395927+00:00,6.60
2021-04-02 15:33:11.850752+00:00,6.60
2021-04-02 15:33:12.388873+00:00,4.70
2021-04-02 15:33:12.819667+00:00,4.60
2021-04-02 15:33:13.397398+00:00,5.20
2021-04-02 15:33:13.605176+00:00,5.20
2021-04-02 15:33:14.393562+00:00,7.90
2021-04-02 15:33:14.405154+00:00,8.00
2021-04-02 15:33:14.745243+00:00,7.90
2021-04-02 15:33:15.493721+00:00,8.00
2021-04-02 15:33:15.788218+00:00,7.90
2021-04-02 15:33:16.404189+00:00,4.80
2021-04-02 15:33:16.496359+00:00,4.90
2021-04-02 15:33:16.818455+00:00,4.80
2021-04-02 15:33:17.410412+00:00,7.20
2021-04-02 15:33:17.854288+00:00,7.10
2021-04-02 15:33:18.409220+00:00,7.20
2021-04-02 15:33:18.888199+00:00,7.10
2021-04-02 15:33:19.411046+00:00,7.20
2021-04-02 15:33:19.790903+00:00,7.10
2021-04-02 15:33:20.412141+00:00,8.30
2021-04-02 15:33:20.423109+00:00,8.40
2021-04-02 15:33:21.038615+00:00,8.30
2021-04-02 15:33:21.411726+00:00,7.20
2021-04-02 15:33:21.825520+00:00,7.10
2021-04-02 15:33:22.418916+00:00,6.60
2021-04-02 15:33:22.869056+00:00,6.60
2021-04-02 15:33:23.433263+00:00,9.30
2021-04-02 15:33:23.935239+00:00,9.30
2021-04-02 15:33:24.434333+00:00,10.50
2021-04-02 15:33:24.806982+00:00,10.40
2021-04-02 15:33:25.450129+00:00,8.10
2021-04-02 15:33:25.521424+00:00,8.20
2021-04-02 15:33:25.669995+00:00,8.10
2021-04-02 15:33:26.454864+00:00,7.80
2021-04-02 15:33:26.755023+00:00,7.70
2021-04-02 15:33:27.456933+00:00,7.20
2021-04-02 15:33:28.000602+00:00,7.10
2021-04-02 15:33:28.460231+00:00,6.80
2021-04-02 15:33:28.787538+00:00,6.80
2021-04-02 15:33:29.480470+00:00,7.90
2021-04-02 15:33:29.523149+00:00,8.00
2021-04-02 15:33:29.977037+00:00,7.90
2021-04-02 15:33:30.478804+00:00,10.30
2021-04-02 15:33:30.821302+00:00,10.30
2021-04-02 15:33:31.480498+00:00,10.90
2021-04-02 15:33:31.753381+00:00,10.80
2021-04-02 15:33:32.499526+00:00,11.20
2021-04-02 15:33:32.526823+00:00,11.30
2021-04-02 15:33:32.775276+00:00,11.20
2021-04-02 15:33:33.506753+00:00,11.40
2021-04-02 15:33:33.521455+00:00,11.50
2021-04-02 15:33:33.795762+00:00,11.40
2021-04-02 15:33:34.515949+00:00,12.60
2021-04-02 15:33:35.140357+00:00,12.60
2021-04-02 15:33:35.729135+00:00,12.60
2021-04-02 15:33:36.517410+00:00,11.20
2021-04-02 15:33:36.530137+00:00,11.30
2021-04-02 15:33:37.075161+00:00,11.20
2021-04-02 15:33:37.522566+00:00,9.70
2021-04-02 15:33:37.676367+00:00,9.70
2021-04-02 15:33:38.518742+00:00,8.90
2021-04-02 15:33:38.999640+00:00,8.90
2021-04-02 15:33:39.526891+00:00,7.80
2021-04-02 15:33:39.754763+00:00,7.70
2021-04-02 15:33:40.527986+00:00,7.80
2021-04-02 15:33:41.209875+00:00,7.70
2021-04-02 15:33:41.535607+00:00,6.40
2021-04-02 15:33:41.669442+00:00,6.40
2021-04-02 15:33:43.078483+00:00,6.40
2021-04-02 15:33:43.533863+00:00,7.00
2021-04-02 15:33:43.731128+00:00,6.90
2021-04-02 15:33:44.609638+00:00,7.80
2021-04-02 15:33:45.199387+00:00,7.70
2021-04-02 15:33:45.581191+00:00,7.60
2021-04-02 15:33:45.765382+00:00,7.50
2021-04-02 15:33:46.613466+00:00,7.20
2021-04-02 15:33:47.136844+00:00,7.10
2021-04-02 15:33:47.596445+00:00,7.40
2021-04-02 15:33:47.740112+00:00,7.30
2021-04-02 15:33:48.602482+00:00,7.80
2021-04-02 15:33:49.199502+00:00,7.70
2021-04-02 15:33:49.609755+00:00,7.20
2021-04-02 15:33:49.770457+00:00,7.10
2021-04-02 15:33:50.606211+00:00,6.20
2021-04-02 15:33:51.124133+00:00,6.20
2021-04-02 15:33:51.606460+00:00,5.60
2021-04-02 15:33:51.824812+00:00,5.60
2021-04-02 15:33:52.618863+00:00,4.70
2021-04-02 15:33:53.190521+00:00,4.60
2021-04-02 15:33:53.609498+00:00,5.00
2021-04-02 15:33:53.767787+00:00,5.00
2021-04-02 15:33:54.614105+00:00,7.00
2021-04-02 15:33:55.148312+00:00,6.90
2021-04-02 15:33:55.589113+00:00,7.90
2021-04-02 15:33:55.606707+00:00,8.00
2021-04-02 15:33:55.811255+00:00,7.90
2021-04-02 15:33:56.618350+00:00,8.00
2021-04-02 15:33:57.181229+00:00,7.90
2021-04-02 15:33:57.607596+00:00,9.70
2021-04-02 15:33:57.759927+00:00,9.70
2021-04-02 15:33:58.629147+00:00,10.50
2021-04-02 15:33:58.816824+00:00,10.40
2021-04-02 15:33:59.620923+00:00,10.70
2021-04-02 15:34:00.186543+00:00,10.60
2021-04-02 15:34:00.640784+00:00,9.10
2021-04-02 15:34:01.178353+00:00,9.10
2021-04-02 15:34:01.613270+00:00,9.50
2021-04-02 15:34:01.875446+00:00,9.50
2021-04-02 15:34:02.646040+00:00,8.10
2021-04-02 15:34:02.654673+00:00,8.20
2021-04-02 15:34:03.222043+00:00,8.10
2021-04-02 15:34:03.618221+00:00,7.40
2021-04-02 15:34:03.904267+00:00,7.30
2021-04-02 15:34:04.649393+00:00,9.10
2021-04-02 15:34:05.102720+00:00,9.10
2021-04-02 15:34:05.609078+00:00,8.30
2021-04-02 15:34:05.617392+00:00,8.40
2021-04-02 15:34:06.176049+00:00,8.30
2021-04-02 15:34:06.651837+00:00,8.10
2021-04-02 15:34:06.719702+00:00,8.20
2021-04-02 15:34:06.839531+00:00,8.10
2021-04-02 15:34:07.652105+00:00,7.40
2021-04-02 15:34:08.172976+00:00,7.30
2021-04-02 15:34:08.623482+00:00,8.30
2021-04-02 15:34:08.668817+00:00,8.40
2021-04-02 15:34:09.264624+00:00,8.30
2021-04-02 15:34:09.623783+00:00,7.90
2021-04-02 15:34:09.727011+00:00,8.00
2021-04-02 15:34:09.839858+00:00,7.90
2021-04-02 15:34:10.657807+00:00,6.60
2021-04-02 15:34:11.112481+00:00,6.60
2021-04-02 15:34:11.665328+00:00,5.20
2021-04-02 15:34:12.237668+00:00,5.20
2021-04-02 15:34:12.628102+00:00,6.40
2021-04-02 15:34:12.901457+00:00,6.40
2021-04-02 15:34:13.636635+00:00,7.80
2021-04-02 15:34:14.183665+00:00,7.70
2021-04-02 15:34:14.635483+00:00,7.80
2021-04-02 15:34:15.195110+00:00,7.70
2021-04-02 15:34:15.650417+00:00,9.70
